id_pedido,data_registro,cliente_nome,filial_origem,tipo_veiculo,valor_frete,distancia_km,tempo_estimado_horas,tempo_realizado_horas,status_pedido,motivo_ocorrencia,custo_combustivel
PED-102311,2026-05-07 18:33:00,Cliente 52,Filial Paranaguá,Semipesado,2040.7,729.2,47.4,59.06655015202618,Atrasado,Endereço Não Encontrado,1185.81
PED-102312,2026-01-28 02:10:00,Cliente 96,Filial São Paulo,Pesado (Tratocaminhão),2602.18,1039.7,22.5,20.32405939868415,Entregue,,1574.16
PED-102313,2026-03-19 18:25:00,Cliente 31,Filial Curitiba - HQ,Leve (VUC),7124.25,324.0,45.0,44.241047312273,Entregue,,2720.56
PED-102314,2026-01-21 21:55:00,Cliente 66,Filial Campo Largo,Pesado (Tratocaminhão),2342.06,522.4,35.3,39.24816938500772,Atrasado,Atraso no Carregamento,2943.95
PED-102315,2026-04-13 07:50:00,Cliente 91,Filial Paranaguá,Semipesado,5212.25,1014.1,18.5,16.826506376058436,Entregue,,2919.46
PED-102316,2026-01-20 15:31:00,Cliente 69,Filial Paranaguá,Pesado (Tratocaminhão),1746.9,397.4,8.1,19.70274304055722,Atrasado,Clima Adverso,843.15
PED-102317,2026-02-28 06:08:00,Cliente 87,Filial Campo Largo,Semipesado,1153.73,1046.8,47.0,44.44840874579638,Entregue,,1591.31
PED-102318,2026-04-19 00:28:00,Cliente 33,Filial Paranaguá,Semipesado,2875.22,442.1,28.5,26.97298257551988,Entregue,,926.53
PED-102319,2026-02-25 21:03:00,Cliente 68,Filial São Paulo,Pesado (Tratocaminhão),4869.37,442.4,10.0,7.667365876094896,Entregue,,1230.35
PED-102320,2026-02-04 02:53:00,Cliente 88,Filial Campo Largo,Pesado (Tratocaminhão),2235.62,377.7,33.0,30.971475396954645,Entregue,,288.72
PED-102321,2026-04-14 06:26:00,Cliente 95,Filial Paranaguá,Semipesado,2601.18,660.9,5.3,5.653507476384451,Entregue,,649.68
PED-102322,2026-01-01 15:37:00,Cliente 108,Filial Campo Largo,Pesado (Tratocaminhão),5461.11,163.6,41.8,40.205612434587024,Entregue,,1311.81
PED-102323,2026-03-28 08:58:00,Cliente 53,Filial Paranaguá,Pesado (Tratocaminhão),1219.57,53.6,5.2,5.607297813919366,Entregue,,1221.17
PED-102324,2026-03-16 09:52:00,Cliente 74,Filial Paranaguá,Semipesado,3628.34,1077.9,12.1,22.7945612188553,Atrasado,Endereço Não Encontrado,980.73
PED-102325,2026-03-04 03:36:00,Cliente 49,Filial Curitiba - HQ,Leve (VUC),7092.14,1115.4,5.3,2.3518133192268986,Entregue,,844.87
PED-102326,2026-05-07 16:34:00,Cliente 113,Filial Campo Largo,Pesado (Tratocaminhão),3278.8,100.6,5.9,5.297493335449154,Entregue,,2297.08
PED-102327,2026-05-13 15:31:00,Cliente 114,Filial Curitiba - HQ,Pesado (Tratocaminhão),0.0,664.1,25.6,,Cancelado,Cancelado pelo Cliente,1024.74
PED-102328,2026-01-03 19:46:00,Cliente 95,Filial Paranaguá,Médio,5667.43,652.2,33.3,33.56433962775245,Entregue,,2178.32
PED-102329,2026-04-09 19:13:00,Cliente 25,Filial Campo Largo,Leve (VUC),5953.08,453.2,38.1,44.63446463088885,Atrasado,Trânsito Intenso,1232.15
PED-102330,2026-04-22 16:59:00,Cliente 132,Filial Campo Largo,Pesado (Tratocaminhão),0.0,687.0,33.7,,Cancelado,Erro de Carga,2445.54
PED-102331,2026-01-24 19:22:00,Cliente 139,Filial São Paulo,Semipesado,7485.07,555.2,18.1,18.36482332437554,Entregue,,668.25
PED-102332,2026-03-23 17:53:00,Cliente 145,Filial São Paulo,Médio,1000.16,592.7,27.2,30.739921113606577,Atrasado,Endereço Não Encontrado,641.29
PED-102333,2026-03-20 14:05:00,Cliente 108,Filial Paranaguá,Médio,7375.77,908.9,44.6,43.484661320388796,Entregue,,2103.08
PED-102334,2026-01-27 14:49:00,Cliente 69,Filial Paranaguá,Médio,7151.33,635.9,19.2,28.204130163138018,Atrasado,Clima Adverso,2761.76
PED-102335,2026-02-05 22:07:00,Cliente 84,Filial Paranaguá,Pesado (Tratocaminhão),6464.97,395.2,12.9,12.554524889507812,Entregue,,600.36
PED-102336,2026-03-20 02:46:00,Cliente 85,Filial Paranaguá,Semipesado,3678.88,701.9,25.4,22.789755125128426,Entregue,,406.37
PED-102337,2026-04-15 01:23:00,Cliente 119,Filial São Paulo,Médio,0.0,772.5,15.0,,Cancelado,Erro de Carga,2816.98
PED-102338,2026-04-06 19:48:00,Cliente 72,Filial Campo Largo,Leve (VUC),2045.83,798.2,13.3,12.264516419223733,Entregue,,528.52
PED-102339,2026-01-13 00:33:00,Cliente 20,Filial Curitiba - HQ,Médio,0.0,745.8,37.6,,Cancelado,Avarias no Veículo,901.03
PED-102340,2026-03-20 11:13:00,Cliente 27,Filial Campo Largo,Médio,1796.67,800.9,42.9,50.00447564801545,Atrasado,Atraso no Carregamento,2802.58
PED-102341,2026-05-01 01:17:00,Cliente 8,Filial Campo Largo,Leve (VUC),6207.53,379.0,24.6,24.41215398825539,Entregue,,2448.17
PED-102342,2026-06-08 05:13:00,Cliente 85,Filial São Paulo,Médio,0.0,540.9,37.6,,Cancelado,Cancelado pelo Cliente,1159.72
PED-102343,2026-05-16 21:01:00,Cliente 61,Filial Campo Largo,Médio,1186.22,805.8,9.8,19.600098872429754,Atrasado,Clima Adverso,2872.68
PED-102344,2026-04-11 13:24:00,Cliente 3,Filial Campo Largo,Leve (VUC),6767.24,907.7,26.7,27.642480067288176,Entregue,,1790.54
PED-102345,2026-02-25 19:20:00,Cliente 7,Filial Paranaguá,Pesado (Tratocaminhão),0.0,526.6,30.9,,Cancelado,Avarias no Veículo,402.3
PED-102346,2026-01-22 02:36:00,Cliente 4,Filial Curitiba - HQ,Leve (VUC),5093.74,444.7,24.1,24.875209382850784,Entregue,,2168.59
PED-102347,2026-01-16 17:57:00,Cliente 133,Filial Campo Largo,Pesado (Tratocaminhão),2484.57,861.9,6.5,4.8049432017479745,Entregue,,1704.38
PED-102348,2026-05-08 16:42:00,Cliente 139,Filial Campo Largo,Pesado (Tratocaminhão),6601.45,274.4,35.5,35.24217539654665,Entregue,,1803.25
PED-102349,2026-01-17 15:57:00,Cliente 125,Filial Curitiba - HQ,Pesado (Tratocaminhão),4316.41,21.3,40.4,39.96858427439994,Entregue,,2983.49
PED-102350,2026-05-10 03:20:00,Cliente 15,Filial Paranaguá,Leve (VUC),3447.84,570.7,30.9,30.277802504708397,Entregue,,627.04
PED-102351,2026-04-04 05:16:00,Cliente 13,Filial São Paulo,Leve (VUC),4239.97,216.3,9.0,14.49587561491715,Atrasado,Trânsito Intenso,2039.03
PED-102352,2026-03-10 04:19:00,Cliente 118,Filial São Paulo,Pesado (Tratocaminhão),0.0,460.2,4.5,,Cancelado,Cancelado pelo Cliente,1484.48
PED-102353,2026-01-16 18:40:00,Cliente 7,Filial Campo Largo,Leve (VUC),5365.34,356.6,15.2,12.415726170398763,Entregue,,961.3
PED-102354,2026-03-07 08:42:00,Cliente 104,Filial Paranaguá,Pesado (Tratocaminhão),3003.04,934.9,2.7,1.5079540987352464,Entregue,,2141.93
PED-102355,2026-04-10 21:21:00,Cliente 6,Filial São Paulo,Leve (VUC),3196.81,404.4,40.4,48.21878498834939,Atrasado,Trânsito Intenso,2071.0
PED-102356,2026-01-22 01:54:00,Cliente 64,Filial São Paulo,Semipesado,0.0,772.4,34.0,,Cancelado,Erro de Carga,2598.19
PED-102357,2026-06-06 05:58:00,Cliente 30,Filial São Paulo,Leve (VUC),6970.85,812.0,27.5,25.647232286555997,Entregue,,2660.83
PED-102358,2026-04-20 00:17:00,Cliente 22,Filial São Paulo,Leve (VUC),5718.01,553.2,42.8,50.64098872964084,Atrasado,Atraso no Carregamento,1773.09
PED-102359,2026-03-12 00:32:00,Cliente 118,Filial São Paulo,Leve (VUC),3232.9,106.5,6.2,6.355006283463734,Entregue,,1111.6
PED-102360,2026-01-01 23:03:00,Cliente 84,Filial Campo Largo,Pesado (Tratocaminhão),2859.23,843.4,34.6,35.32144543615079,Entregue,,1682.83
PED-102361,2026-01-04 17:26:00,Cliente 133,Filial São Paulo,Pesado (Tratocaminhão),4165.46,99.4,7.9,10.60650873025104,Atrasado,Trânsito Intenso,1205.91
PED-102362,2026-02-28 00:27:00,Cliente 143,Filial Campo Largo,Semipesado,6589.94,128.1,3.9,1.1862415385769243,Entregue,,976.6
PED-102363,2026-04-16 08:54:00,Cliente 90,Filial Curitiba - HQ,Semipesado,0.0,243.2,7.2,,Cancelado,Avarias no Veículo,1744.41
PED-102364,2026-03-11 15:33:00,Cliente 121,Filial Curitiba - HQ,Médio,5473.4,343.6,45.7,43.94136085875709,Entregue,,2042.22
PED-102365,2026-03-28 17:41:00,Cliente 106,Filial Paranaguá,Semipesado,2561.59,1017.3,21.7,29.628530350629337,Atrasado,Trânsito Intenso,1853.6
PED-102366,2026-02-25 16:12:00,Cliente 69,Filial Campo Largo,Pesado (Tratocaminhão),1958.78,813.2,3.3,2.8631173642218544,Entregue,,2872.37
PED-102367,2026-01-18 21:12:00,Cliente 95,Filial Paranaguá,Semipesado,584.97,470.8,28.4,28.49551211524513,Entregue,,1036.18
PED-102368,2026-04-23 04:42:00,Cliente 77,Filial Curitiba - HQ,Semipesado,6776.13,1174.6,10.4,18.42842906575583,Atrasado,Trânsito Intenso,1242.56
PED-102369,2026-02-08 09:16:00,Cliente 1,Filial Curitiba - HQ,Leve (VUC),6885.74,299.9,1.3,2.2435006834246645,Entregue,,2069.4
PED-102370,2026-03-20 17:22:00,Cliente 62,Filial Curitiba - HQ,Semipesado,929.92,735.7,36.6,37.5110755457329,Entregue,,1881.0
PED-102371,2026-01-30 01:57:00,Cliente 18,Filial Curitiba - HQ,Médio,4152.71,1018.2,8.3,13.041366111544184,Atrasado,Trânsito Intenso,205.22
PED-102372,2026-03-08 06:55:00,Cliente 48,Filial São Paulo,Leve (VUC),1568.02,964.4,45.3,44.88304196932804,Entregue,,1074.4
PED-102373,2026-05-26 09:06:00,Cliente 137,Filial Curitiba - HQ,Pesado (Tratocaminhão),0.0,117.5,28.9,,Cancelado,Erro de Carga,910.53
PED-102374,2026-02-09 05:21:00,Cliente 1,Filial São Paulo,Médio,5157.74,839.8,5.1,2.499395995642192,Entregue,,2551.76
PED-102375,2026-03-09 13:48:00,Cliente 137,Filial São Paulo,Pesado (Tratocaminhão),2579.92,316.9,11.2,9.279389241444488,Entregue,,2625.5
PED-102376,2026-02-21 17:42:00,Cliente 107,Filial Paranaguá,Médio,1318.72,433.3,29.7,28.517449303012132,Entregue,,994.9
PED-102377,2026-01-29 20:25:00,Cliente 130,Filial São Paulo,Leve (VUC),6318.54,591.9,16.9,28.20822240656868,Atrasado,Clima Adverso,485.8
PED-102378,2026-03-19 08:58:00,Cliente 142,Filial Paranaguá,Médio,0.0,951.0,26.0,,Cancelado,Avarias no Veículo,774.57
PED-102379,2026-03-17 09:50:00,Cliente 38,Filial São Paulo,Médio,547.74,207.8,38.6,36.214595184905434,Entregue,,694.39
PED-102380,2026-05-08 19:23:00,Cliente 40,Filial São Paulo,Semipesado,0.0,139.2,38.3,,Cancelado,Avarias no Veículo,864.82
PED-102381,2026-06-04 05:07:00,Cliente 82,Filial Curitiba - HQ,Pesado (Tratocaminhão),6172.07,192.6,33.8,33.870208237968725,Entregue,,857.01
PED-102382,2026-03-06 21:48:00,Cliente 16,Filial Campo Largo,Leve (VUC),4635.38,269.7,42.6,41.33305497987598,Entregue,,1543.55
PED-102383,2026-04-23 23:46:00,Cliente 127,Filial São Paulo,Médio,3473.0,80.8,10.4,10.797018181562049,Entregue,,1095.0
PED-102384,2026-03-24 21:56:00,Cliente 117,Filial Campo Largo,Pesado (Tratocaminhão),0.0,1112.4,9.3,,Cancelado,Erro de Carga,1767.5
PED-102385,2026-03-01 02:29:00,Cliente 93,Filial Campo Largo,Pesado (Tratocaminhão),4837.98,389.7,38.6,36.97606659323878,Entregue,,1163.58
PED-102386,2026-01-22 10:19:00,Cliente 134,Filial Campo Largo,Semipesado,4980.24,220.6,16.1,14.271189512711759,Entregue,,2481.1
PED-102387,2026-05-06 18:40:00,Cliente 3,Filial São Paulo,Pesado (Tratocaminhão),7269.32,769.0,25.1,24.396484434833397,Entregue,,2862.22
PED-102388,2026-02-11 01:00:00,Cliente 14,Filial Campo Largo,Leve (VUC),1750.53,946.5,36.0,33.15128261832732,Entregue,,1330.97
PED-102389,2026-01-31 15:17:00,Cliente 66,Filial São Paulo,Semipesado,4861.65,906.3,19.6,25.83739620371201,Atrasado,Atraso no Carregamento,338.51
PED-102390,2026-05-02 16:37:00,Cliente 95,Filial Curitiba - HQ,Médio,1815.95,865.3,7.1,5.936721029419344,Entregue,,870.82
PED-102391,2026-05-22 22:24:00,Cliente 86,Filial São Paulo,Leve (VUC),1969.7,70.1,32.9,30.53666009282692,Entregue,,485.2
PED-102392,2026-04-20 23:21:00,Cliente 114,Filial Paranaguá,Leve (VUC),5184.81,940.8,39.4,36.60994190656503,Entregue,,1165.34
PED-102393,2026-02-25 22:18:00,Cliente 129,Filial Curitiba - HQ,Leve (VUC),6911.68,607.2,1.6,1.0,Entregue,,2006.32
PED-102394,2026-02-26 11:33:00,Cliente 15,Filial Campo Largo,Semipesado,1613.31,782.4,27.4,26.266281698517517,Entregue,,1652.94
PED-102395,2026-02-04 17:00:00,Cliente 37,Filial Campo Largo,Pesado (Tratocaminhão),7237.26,1148.1,23.1,20.773887867266403,Entregue,,880.05
PED-102396,2026-02-21 20:28:00,Cliente 27,Filial Paranaguá,Leve (VUC),2735.61,974.7,13.2,24.557417887961336,Atrasado,Atraso no Carregamento,2348.33
PED-102397,2026-03-06 18:00:00,Cliente 12,Filial Curitiba - HQ,Pesado (Tratocaminhão),3239.2,992.2,8.6,7.36608773013769,Entregue,,568.15
PED-102398,2026-01-21 20:15:00,Cliente 67,Filial Paranaguá,Pesado (Tratocaminhão),0.0,225.9,9.8,,Cancelado,Cancelado pelo Cliente,838.95
PED-102399,2026-05-03 21:39:00,Cliente 30,Filial Campo Largo,Leve (VUC),0.0,576.9,35.1,,Cancelado,Avarias no Veículo,2092.93
PED-102400,2026-01-26 15:27:00,Cliente 96,Filial São Paulo,Pesado (Tratocaminhão),4674.94,1139.7,26.2,24.973760788029292,Entregue,,752.26
PED-102401,2026-03-06 03:09:00,Cliente 135,Filial Campo Largo,Semipesado,3595.89,703.4,47.1,57.95568774191024,Atrasado,Endereço Não Encontrado,2100.54
PED-102402,2026-01-17 22:06:00,Cliente 34,Filial Paranaguá,Semipesado,0.0,132.1,12.4,,Cancelado,Avarias no Veículo,2935.44
PED-102403,2026-03-12 11:14:00,Cliente 32,Filial São Paulo,Médio,4860.83,880.9,46.0,46.730605171637016,Entregue,,2527.79
PED-102404,2026-02-15 12:03:00,Cliente 117,Filial São Paulo,Pesado (Tratocaminhão),4584.48,61.1,25.2,23.393039020301007,Entregue,,648.03
PED-102405,2026-03-19 15:06:00,Cliente 39,Filial Campo Largo,Pesado (Tratocaminhão),3119.84,893.3,7.9,5.828144391807287,Entregue,,1657.4
PED-102406,2026-04-06 18:01:00,Cliente 96,Filial São Paulo,Médio,0.0,1056.9,8.0,,Cancelado,Erro de Carga,1382.5
PED-102407,2026-01-10 17:16:00,Cliente 131,Filial Curitiba - HQ,Semipesado,5173.62,516.0,29.6,28.17341044091269,Entregue,,2976.67
PED-102408,2026-05-20 05:21:00,Cliente 43,Filial Campo Largo,Médio,1937.84,502.2,40.1,38.749557850422114,Entregue,,2900.32
PED-102409,2026-02-01 08:19:00,Cliente 81,Filial Campo Largo,Médio,2739.32,372.0,36.1,41.04900143402777,Atrasado,Endereço Não Encontrado,555.91
PED-102410,2026-05-09 21:46:00,Cliente 3,Filial Curitiba - HQ,Médio,6015.15,1053.6,31.8,29.15216564128558,Entregue,,2744.45
PED-102411,2026-02-27 05:18:00,Cliente 74,Filial Campo Largo,Pesado (Tratocaminhão),0.0,661.9,9.1,,Cancelado,Avarias no Veículo,741.57
PED-102412,2026-05-26 05:44:00,Cliente 117,Filial Paranaguá,Pesado (Tratocaminhão),0.0,699.3,6.1,,Cancelado,Cancelado pelo Cliente,1094.46
PED-102413,2026-04-07 22:22:00,Cliente 63,Filial Paranaguá,Pesado (Tratocaminhão),0.0,797.4,1.0,,Cancelado,Cancelado pelo Cliente,1189.54
PED-102414,2026-06-03 12:06:00,Cliente 111,Filial Campo Largo,Pesado (Tratocaminhão),4361.84,367.3,5.8,4.644981021073616,Entregue,,1003.1
PED-102415,2026-03-20 11:26:00,Cliente 40,Filial Curitiba - HQ,Leve (VUC),2463.91,525.0,37.0,37.42500507766108,Entregue,,2589.08
PED-102416,2026-01-26 00:14:00,Cliente 18,Filial São Paulo,Médio,7405.2,892.5,43.1,43.09532771009582,Entregue,,1123.81
PED-102417,2026-02-05 12:54:00,Cliente 67,Filial Curitiba - HQ,Médio,6840.88,1182.7,12.3,18.65252773263584,Atrasado,Endereço Não Encontrado,2486.87
PED-102418,2026-03-10 01:54:00,Cliente 103,Filial Paranaguá,Pesado (Tratocaminhão),6999.15,50.8,38.4,36.615937022745186,Entregue,,2984.26
PED-102419,2026-05-02 00:15:00,Cliente 138,Filial Campo Largo,Semipesado,1793.43,60.8,10.3,14.907986352623498,Atrasado,Atraso no Carregamento,2554.13
PED-102420,2026-03-28 05:54:00,Cliente 46,Filial Curitiba - HQ,Leve (VUC),6391.83,519.4,12.7,23.417807701837113,Atrasado,Atraso no Carregamento,1169.2
PED-102421,2026-03-19 02:14:00,Cliente 55,Filial São Paulo,Leve (VUC),4247.78,794.9,11.5,12.13947673342595,Entregue,,2191.51
PED-102422,2026-03-08 22:28:00,Cliente 75,Filial São Paulo,Semipesado,0.0,469.8,3.4,,Cancelado,Cancelado pelo Cliente,1694.99
PED-102423,2026-02-03 00:40:00,Cliente 97,Filial São Paulo,Pesado (Tratocaminhão),0.0,1199.6,10.1,,Cancelado,Cancelado pelo Cliente,2402.25
PED-102424,2026-05-31 06:02:00,Cliente 26,Filial São Paulo,Leve (VUC),5483.89,242.5,18.6,18.26723999720281,Entregue,,628.67
PED-102425,2026-02-27 17:42:00,Cliente 22,Filial Curitiba - HQ,Leve (VUC),0.0,19.4,20.1,,Cancelado,Avarias no Veículo,1986.78
PED-102426,2026-05-15 08:00:00,Cliente 26,Filial São Paulo,Médio,2372.37,236.3,15.5,15.495931365896322,Entregue,,2366.27
PED-102427,2026-03-02 13:51:00,Cliente 73,Filial Paranaguá,Médio,2133.52,1065.3,25.2,22.770543311359873,Entregue,,2331.45
PED-102428,2026-01-06 06:09:00,Cliente 115,Filial São Paulo,Pesado (Tratocaminhão),1230.9,182.7,18.8,21.691034875891717,Atrasado,Clima Adverso,2898.06
PED-102429,2026-03-12 01:29:00,Cliente 51,Filial Paranaguá,Pesado (Tratocaminhão),2367.65,580.0,46.6,45.58793697661026,Entregue,,363.55
PED-102430,2026-05-29 16:32:00,Cliente 113,Filial Curitiba - HQ,Médio,4250.55,508.9,38.9,35.90437918043336,Entregue,,1168.18
PED-102431,2026-03-15 18:46:00,Cliente 146,Filial Paranaguá,Médio,0.0,802.2,44.8,,Cancelado,Erro de Carga,1534.35
PED-102432,2026-02-20 11:55:00,Cliente 12,Filial Curitiba - HQ,Médio,2451.6,75.0,27.2,27.729591713393376,Entregue,,1067.34
PED-102433,2026-02-10 14:26:00,Cliente 3,Filial São Paulo,Semipesado,4848.01,793.9,32.9,33.65643325382079,Entregue,,1067.41
PED-102434,2026-01-28 16:45:00,Cliente 120,Filial Campo Largo,Leve (VUC),3857.13,432.2,8.8,9.026324641939834,Entregue,,693.16
PED-102435,2026-05-10 03:49:00,Cliente 135,Filial Paranaguá,Pesado (Tratocaminhão),2520.05,1112.0,36.4,35.71540429271054,Entregue,,2476.26
PED-102436,2026-01-13 14:24:00,Cliente 134,Filial Paranaguá,Pesado (Tratocaminhão),4072.51,1020.2,12.1,10.111241410486654,Entregue,,2742.59
PED-102437,2026-01-22 00:10:00,Cliente 82,Filial Campo Largo,Semipesado,1675.74,485.4,7.9,8.897140819485841,Entregue,,430.52
PED-102438,2026-03-15 04:47:00,Cliente 45,Filial Curitiba - HQ,Médio,4977.04,1191.5,3.0,7.573467781477399,Atrasado,Atraso no Carregamento,633.72
PED-102439,2026-04-27 05:40:00,Cliente 127,Filial Curitiba - HQ,Leve (VUC),0.0,71.8,23.2,,Cancelado,Erro de Carga,839.67
PED-102440,2026-03-29 07:45:00,Cliente 86,Filial São Paulo,Médio,5616.86,948.5,14.5,20.0694364339402,Atrasado,Atraso no Carregamento,1625.16
PED-102441,2026-04-30 00:16:00,Cliente 115,Filial Paranaguá,Pesado (Tratocaminhão),1743.99,526.3,47.4,46.704675640070946,Entregue,,2415.28
PED-102442,2026-02-26 01:31:00,Cliente 9,Filial Curitiba - HQ,Semipesado,7487.11,525.6,12.7,22.587784247534955,Atrasado,Endereço Não Encontrado,400.08
PED-102443,2026-05-01 23:08:00,Cliente 12,Filial São Paulo,Leve (VUC),6265.71,212.5,41.7,42.41841760506514,Entregue,,1983.08
PED-102444,2026-03-09 16:16:00,Cliente 116,Filial Curitiba - HQ,Leve (VUC),2906.88,622.7,15.9,14.049218909545344,Entregue,,618.14
PED-102445,2026-04-27 17:47:00,Cliente 88,Filial Campo Largo,Leve (VUC),3483.43,110.8,36.2,36.597245440385684,Entregue,,2920.08
PED-102446,2026-04-04 07:57:00,Cliente 62,Filial Campo Largo,Leve (VUC),2314.34,743.7,32.0,29.291899642733203,Entregue,,2716.57
PED-102447,2026-03-26 20:17:00,Cliente 104,Filial Campo Largo,Semipesado,5869.8,297.5,27.4,26.729014867917193,Entregue,,2858.83
PED-102448,2026-06-06 23:09:00,Cliente 73,Filial São Paulo,Pesado (Tratocaminhão),3165.09,872.6,20.6,21.271999408361683,Entregue,,497.26
PED-102449,2026-04-19 16:17:00,Cliente 77,Filial Paranaguá,Leve (VUC),5786.3,732.8,32.5,32.58607994090402,Entregue,,1566.5
PED-102450,2026-02-11 15:19:00,Cliente 40,Filial Campo Largo,Leve (VUC),628.81,898.2,20.1,17.649929530129224,Entregue,,662.69
PED-102451,2026-04-11 12:17:00,Cliente 135,Filial Campo Largo,Pesado (Tratocaminhão),1449.35,902.2,26.8,26.51565812150339,Entregue,,1881.0
PED-102452,2026-01-17 08:13:00,Cliente 17,Filial Curitiba - HQ,Médio,3054.82,244.1,28.7,26.274688020081243,Entregue,,851.67
PED-102453,2026-06-06 03:17:00,Cliente 119,Filial Campo Largo,Leve (VUC),1262.36,10.8,13.6,13.910853046431404,Entregue,,2357.77
PED-102454,2026-05-28 23:55:00,Cliente 126,Filial Paranaguá,Leve (VUC),0.0,445.3,17.0,,Cancelado,Avarias no Veículo,2003.21
PED-102455,2026-02-16 10:43:00,Cliente 24,Filial São Paulo,Médio,855.82,1103.7,1.8,1.0,Entregue,,1800.49
PED-102456,2026-01-09 12:14:00,Cliente 2,Filial Campo Largo,Pesado (Tratocaminhão),0.0,697.7,41.1,,Cancelado,Avarias no Veículo,2510.64
PED-102457,2026-06-04 14:27:00,Cliente 92,Filial São Paulo,Pesado (Tratocaminhão),0.0,875.7,36.5,,Cancelado,Avarias no Veículo,1600.76
PED-102458,2026-01-19 19:25:00,Cliente 149,Filial São Paulo,Leve (VUC),2013.8,1056.7,9.6,9.382891268881519,Entregue,,955.58
PED-102459,2026-06-03 13:27:00,Cliente 117,Filial Paranaguá,Pesado (Tratocaminhão),3886.54,1088.2,18.0,15.360593642244858,Entregue,,1937.98
PED-102460,2026-03-23 20:02:00,Cliente 53,Filial Curitiba - HQ,Médio,3662.69,639.5,20.8,19.41389468916783,Entregue,,2879.78
PED-102461,2026-02-11 18:16:00,Cliente 46,Filial Curitiba - HQ,Semipesado,5574.05,653.7,16.7,14.83507147591146,Entregue,,1883.25
PED-102462,2026-03-17 16:55:00,Cliente 45,Filial São Paulo,Médio,3310.56,1022.6,38.5,36.13148624563037,Entregue,,1962.93
PED-102463,2026-03-04 02:42:00,Cliente 9,Filial Campo Largo,Médio,730.55,970.9,35.1,34.00561429492353,Entregue,,2817.3
PED-102464,2026-02-18 22:25:00,Cliente 6,Filial São Paulo,Semipesado,2416.15,841.6,37.1,34.7185363959136,Entregue,,1642.77
PED-102465,2026-04-09 07:51:00,Cliente 51,Filial Curitiba - HQ,Médio,3763.37,729.3,43.5,41.944941717326365,Entregue,,2989.8
PED-102466,2026-04-10 20:53:00,Cliente 119,Filial Campo Largo,Leve (VUC),7321.45,744.5,29.0,37.85650450563502,Atrasado,Endereço Não Encontrado,647.05
PED-102467,2026-01-07 13:45:00,Cliente 35,Filial Curitiba - HQ,Leve (VUC),6668.11,441.9,29.9,27.143924683061183,Entregue,,1703.71
PED-102468,2026-04-10 15:23:00,Cliente 82,Filial Paranaguá,Pesado (Tratocaminhão),1769.84,1010.7,34.9,32.71566259826034,Entregue,,796.12
PED-102469,2026-02-23 00:48:00,Cliente 147,Filial Curitiba - HQ,Pesado (Tratocaminhão),0.0,745.2,33.0,,Cancelado,Erro de Carga,1469.31
PED-102470,2026-01-25 09:53:00,Cliente 25,Filial Campo Largo,Médio,0.0,276.0,41.9,,Cancelado,Cancelado pelo Cliente,677.61
PED-102471,2026-05-24 07:28:00,Cliente 139,Filial Campo Largo,Leve (VUC),561.55,295.4,37.2,44.999946663830535,Atrasado,Endereço Não Encontrado,823.08
PED-102472,2026-04-02 05:15:00,Cliente 17,Filial São Paulo,Leve (VUC),5546.62,1035.3,6.7,6.020283214437903,Entregue,,790.24
PED-102473,2026-05-28 15:06:00,Cliente 36,Filial Campo Largo,Semipesado,3715.33,754.6,44.6,42.21229980010549,Entregue,,1096.09
PED-102474,2026-03-19 10:25:00,Cliente 96,Filial Paranaguá,Pesado (Tratocaminhão),0.0,484.5,33.1,,Cancelado,Avarias no Veículo,576.89
PED-102475,2026-03-31 13:06:00,Cliente 21,Filial Curitiba - HQ,Leve (VUC),4739.12,232.6,7.0,7.817014411425419,Entregue,,2466.16
PED-102476,2026-01-26 12:19:00,Cliente 18,Filial São Paulo,Médio,7392.66,736.2,37.3,34.4899054481455,Entregue,,817.89
PED-102477,2026-03-04 02:51:00,Cliente 146,Filial São Paulo,Leve (VUC),0.0,229.3,17.8,,Cancelado,Erro de Carga,1366.39
PED-102478,2026-03-09 10:01:00,Cliente 1,Filial Campo Largo,Pesado (Tratocaminhão),6003.0,569.5,38.9,39.39114354071722,Entregue,,244.96
PED-102479,2026-05-22 11:29:00,Cliente 142,Filial Paranaguá,Médio,2142.48,816.2,45.9,44.638813624319155,Entregue,,493.67
PED-102480,2026-02-18 11:25:00,Cliente 136,Filial São Paulo,Pesado (Tratocaminhão),3549.26,682.8,13.0,11.793811015226709,Entregue,,2709.56
PED-102481,2026-02-13 00:12:00,Cliente 51,Filial Paranaguá,Leve (VUC),7327.67,1107.3,41.3,50.84425455381715,Atrasado,Endereço Não Encontrado,2544.05
PED-102482,2026-03-19 23:33:00,Cliente 79,Filial Paranaguá,Leve (VUC),5862.95,57.3,37.4,35.06414341464549,Entregue,,2554.58
PED-102483,2026-01-26 20:27:00,Cliente 36,Filial Curitiba - HQ,Leve (VUC),2710.75,343.0,32.5,32.324151275154904,Entregue,,1351.79
PED-102484,2026-02-17 03:39:00,Cliente 62,Filial Curitiba - HQ,Pesado (Tratocaminhão),4835.58,77.9,19.1,19.818380249391453,Entregue,,596.29
PED-102485,2026-03-07 09:08:00,Cliente 129,Filial Curitiba - HQ,Médio,0.0,241.6,6.2,,Cancelado,Avarias no Veículo,502.1
PED-102486,2026-03-28 14:12:00,Cliente 85,Filial Paranaguá,Leve (VUC),2364.76,157.5,23.7,21.69399045849606,Entregue,,1895.69
